Dataset,Kernel_Type,Hyperparams,Num_Train_RFFs,Num_Fitting_RFFs,Fitting_Time,Spearmanr,optimizer
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/three_vs_rest,RBF,[-0.8975477  0.6140591 -0.7700129],2048,8192,2.00777697563171,0.821979716561738,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/three_vs_rest,RBF,[-0.8975477  0.5401234 -0.7293618],2048,8192,1.1231095790863,0.822877915269319,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/three_vs_rest,RBF,[-0.8975477  0.6140591 -0.7566055],2048,8192,1.12566804885864,0.817123264158682,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/three_vs_rest,RBF,[-0.8975477  0.6140591 -0.7700129],2048,16384,2.63636589050293,0.828913032425289,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/three_vs_rest,RBF,[-0.8975477  0.5401234 -0.7293618],2048,16384,1.71632528305054,0.825328484506858,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/three_vs_rest,RBF,[-0.8975477  0.6140591 -0.7566055],2048,16384,1.72194600105286,0.827094449820288,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/two_vs_rest,RBF,[-1.0612871  0.5170185 -0.6682541],2048,8192,0.234674453735352,0.606540392520081,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/two_vs_rest,RBF,[-1.0612871  0.5577755 -0.6900809],2048,8192,0.228610754013062,0.64033774902526,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/two_vs_rest,RBF,[-0.9426783  0.5245969 -0.7026344],2048,8192,0.229843616485596,0.626583604934918,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/two_vs_rest,RBF,[-1.0612871  0.5170185 -0.6682541],2048,16384,0.357617378234863,0.616910617280783,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/two_vs_rest,RBF,[-1.0612871  0.5577755 -0.6900809],2048,16384,0.358319520950317,0.628248760422487,bayes
benchmarking_xGPR/benchmark_evals/gb1_eval/onehot/two_vs_rest,RBF,[-0.9426783  0.5245969 -0.7026344],2048,16384,0.356736421585083,0.623510621990868,bayes
benchmarking_xGPR/benchmark_evals/stability/conv_features/standard,RBF,[-0.1793458 -0.1723395 -5.2711352],3000,8192,21.4597194194794,0.596687772817887,bayes
benchmarking_xGPR/benchmark_evals/stability/conv_features/standard,RBF,[-0.1793458 -0.1112039 -5.3511621],3000,8192,21.4753108024597,0.633737396818119,bayes
benchmarking_xGPR/benchmark_evals/stability/conv_features/standard,RBF,[-0.1793458 -0.2082445 -5.2461192],3000,8192,21.4950547218323,0.62512876110976,bayes
benchmarking_xGPR/benchmark_evals/stability/conv_features/standard,RBF,[-0.1793458 -0.1723395 -5.2711352],3000,16384,23.0916934013367,0.603292818164954,bayes
benchmarking_xGPR/benchmark_evals/stability/conv_features/standard,RBF,[-0.1793458 -0.1112039 -5.3511621],3000,16384,23.1963987350464,0.624151103234519,bayes
benchmarking_xGPR/benchmark_evals/stability/conv_features/standard,RBF,[-0.1793458 -0.2082445 -5.2461192],3000,16384,23.2454752922058,0.605403236917382,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,Conv1d,[-0.2137311 -1.6094379 -1.1904931],3000,8192,34.446259021759,0.656516605745611,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,Conv1d,[-0.2137311 -1.6094379 -1.1584649],3000,8192,26.0510265827179,0.659633256310957,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,Conv1d,[-0.2137311 -1.6094379 -1.1387041],3000,8192,26.1929416656494,0.589501819362582,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,Conv1d,[-0.2137311 -1.6094379 -1.1904931],3000,16384,52.5597224235535,0.628860063812509,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,Conv1d,[-0.2137311 -1.6094379 -1.1584649],3000,16384,52.7368500232697,0.641331645081657,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,Conv1d,[-0.2137311 -1.6094379 -1.1387041],3000,16384,52.9995913505554,0.629495564553118,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1326653],3000,8192,25.89417552948,0.581483091503916,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1326653],3000,8192,25.7581017017364,0.610494099643125,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1235666],3000,8192,26.9872071743011,0.632838096792117,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1326653],3000,16384,49.6068618297577,0.658504646463896,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1326653],3000,16384,57.5010442733765,0.633498375636386,bayes
benchmarking_xGPR/benchmark_evals/stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1235666],3000,16384,48.717497587204,0.686517161664044,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/human,RBF,[-0.2137311 -0.3840729 -4.8604793],3000,8192,2.71331477165222,0.551129623623744,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/human,RBF,[-0.2137311 -0.4248299 -4.7746206],3000,8192,2.69516491889954,0.556609521028538,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/human,RBF,[-0.2137311 -0.4044514 -4.8077691],3000,8192,2.69059658050537,0.551765024727782,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/human,RBF,[-0.2137311 -0.3840729 -4.8604793],3000,16384,3.81281995773315,0.563501622727976,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/human,RBF,[-0.2137311 -0.4248299 -4.7746206],3000,16384,3.7836902141571,0.568113622550566,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/human,RBF,[-0.2137311 -0.4044514 -4.8077691],3000,16384,3.78571057319641,0.559947338212754,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/mixed_split,RBF,[-0.2588617 -0.4403564 -4.690997 ],3000,8192,7.61145973205566,0.357007387659741,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/mixed_split,RBF,[-0.2588617 -0.4199779 -4.7177659],3000,8192,7.33487558364868,0.347167053725542,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/mixed_split,RBF,[-0.2588617 -0.4403564 -4.6955878],3000,8192,7.32998108863831,0.351495286302598,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/mixed_split,RBF,[-0.2588617 -0.4403564 -4.690997 ],3000,16384,10.2147798538208,0.369040264103587,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/mixed_split,RBF,[-0.2588617 -0.4199779 -4.7177659],3000,16384,10.4997613430023,0.359929838118502,bayes
benchmarking_xGPR/benchmark_evals/thermostability/conv_features/mixed_split,RBF,[-0.2588617 -0.4403564 -4.6955878],3000,16384,10.4662303924561,0.367853096287669,bayes
