Dataset,Kernel_Type,Hyperparams,Num_Train_RFFs,Num_Fitting_RFFs,Fitting_Time,Spearmanr,random_seed
aav_eval/esm_reps/conv_one_vs_many_split,RBF,[-1.276195   0.2666537 -6.3303367],NA,16384,5.639115571975708,0.8082992262460041,123
aav_eval/esm_reps/conv_one_vs_many_split,RBF,[-1.2310643  0.1723395 -6.2584496],NA,8192,0.9726381301879883,0.7865013682475006,124
aav_eval/esm_reps/conv_one_vs_many_split,RBF,[-1.2310643  0.1723395 -6.2584496],NA,16384,5.84344744682312,0.8056872229398359,124
aav_eval/esm_reps/conv_one_vs_many_split,RBF,[-1.2310643  0.5170185 -6.5992323],NA,8192,0.9669144153594971,0.7798502440548605,125
aav_eval/esm_reps/conv_one_vs_many_split,RBF,[-1.2310643  0.5170185 -6.5992323],NA,16384,5.914007186889648,0.789009230173886,125
aav_eval/esm_reps/one_vs_many_split,RBF,[-1.0221943  1.7886201 -1.0169142],NA,8192,0.871469259262085,0.5883022077359279,123
aav_eval/esm_reps/one_vs_many_split,RBF,[-1.0221943  1.7886201 -1.0169142],NA,16384,5.330672740936279,0.5637082249933391,123
aav_eval/esm_reps/one_vs_many_split,RBF,[-0.987809   1.8905127 -1.1217275],NA,8192,0.8810300827026367,0.5567415496721722,124
aav_eval/esm_reps/one_vs_many_split,RBF,[-0.987809   1.8905127 -1.1217275],NA,16384,5.837007522583008,0.5810092260218045,124
aav_eval/esm_reps/one_vs_many_split,RBF,[-1.0221943  1.8293771 -1.0427055],NA,8192,0.8759620189666748,0.5679961601174612,125
aav_eval/esm_reps/one_vs_many_split,RBF,[-1.0221943  1.8293771 -1.0427055],NA,16384,5.8465001583099365,0.5749312507985243,125
stability/conv_features/onehot_conv/standard,RBF,[-0.1793458 -0.2082445 -5.2395112],NA,8192,28.37251853942871,0.6252247110079152,123
stability/conv_features/onehot_conv/standard,RBF,[-0.1793458 -0.2082445 -5.2395112],NA,16384,25.362764835357666,0.6054046266310709,123
stability/conv_features/onehot_conv/standard,RBF,[-0.1793458 -0.1112039 -5.3511621],NA,8192,28.65748167037964,0.6337376701220128,124
stability/conv_features/onehot_conv/standard,RBF,[-0.1793458 -0.1112039 -5.3511621],NA,16384,26.962575912475586,0.6241509468940611,124
stability/conv_features/onehot_conv/standard,RBF,[-0.1793458 -0.1723395 -5.2711352],NA,8192,28.656734228134155,0.5966875934924218,125
stability/conv_features/onehot_conv/standard,RBF,[-0.1793458 -0.1723395 -5.2711352],NA,16384,26.955437183380127,0.6032929376021761,125
stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1378655],NA,8192,56.41570448875427,0.5826266491260532,123
stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1378655],NA,16384,103.15956234931946,0.658567569606474,123
stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1344608],NA,8192,55.28340721130371,0.6106079162087309,124
stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1344608],NA,16384,104.4386773109436,0.6334910497491121,124
stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1317676],NA,8192,60.9582417011261,0.6332503602827517,125
stability/onehot_conv/standard,FHTConv1d,[-0.2137311 -1.6094379 -1.1317676],NA,16384,103.81031203269958,0.6863680674292914,125
stability/esm_reps/conv,RBF,[-0.2588617 -0.0549204 -7.6379052],NA,8192,20.041755199432373,0.6829315978062279,123
stability/esm_reps/conv,RBF,[-0.2588617 -0.0549204 -7.6379052],NA,16384,19.587709665298462,0.7099408185756169,123
stability/esm_reps/conv,RBF,[-0.2588617 -0.0549204 -7.6379052],NA,8192,21.30270504951477,0.6850083158391248,124
stability/esm_reps/conv,RBF,[-0.2588617 -0.0549204 -7.6379052],NA,16384,21.300660133361816,0.6953195541707119,124
stability/esm_reps/conv,RBF,[-0.2588617 -0.0956774 -7.608647 ],NA,8192,21.309457778930664,0.6504366974814307,125
stability/esm_reps/conv,RBF,[-0.2588617 -0.0956774 -7.608647 ],NA,16384,21.300734758377075,0.6836219662755358,125
stability/esm_reps/standard,RBF,[-0.3039924  0.4634613 -1.8111963],NA,8192,16.01895046234131,0.7351257655034683,123
stability/esm_reps/standard,RBF,[-0.3039924  0.4634613 -1.8111963],NA,16384,18.6848726272583,0.7430599544005555,123
stability/esm_reps/standard,RBF,[-0.3039924  0.5245969 -1.8605029],NA,8192,15.733608722686768,0.7204490386575371,124
stability/esm_reps/standard,RBF,[-0.3039924  0.5245969 -1.8605029],NA,16384,16.902352571487427,0.7155338604698187,124
stability/esm_reps/standard,RBF,[-0.3039924  0.5605019 -1.8982429],NA,8192,16.121960639953613,0.6644454941954016,125
stability/esm_reps/standard,RBF,[-0.3039924  0.5605019 -1.8982429],NA,16384,16.401171445846558,0.736661221226873,125
thermostability/conv_features/onehot_conv/human,RBF,[-0.2137311 -0.4044514 -4.8077691],NA,8192,2.474081516265869,0.5517650247277821,123
thermostability/conv_features/onehot_conv/human,RBF,[-0.2137311 -0.4044514 -4.8077691],NA,16384,6.32375168800354,0.5599473382127538,123
thermostability/conv_features/onehot_conv/human,RBF,[-0.2137311 -0.4248299 -4.7746206],NA,8192,4.559632778167725,0.5566082476237266,124
thermostability/conv_features/onehot_conv/human,RBF,[-0.2137311 -0.4248299 -4.7746206],NA,16384,8.065399646759033,0.5681136225505657,124
thermostability/conv_features/onehot_conv/human,RBF,[-0.2137311 -0.3840729 -4.8604793],NA,8192,4.491304874420166,0.5511298205420138,125
thermostability/conv_features/onehot_conv/human,RBF,[-0.2137311 -0.3840729 -4.8604793],NA,16384,8.071061372756958,0.5635044041985365,125
thermostability/esm_reps/conv_human,RBF,[-0.3774704  0.2462752 -8.2301261],NA,8192,4.148019075393677,0.7080103122888327,123
thermostability/esm_reps/conv_human,RBF,[-0.3774704  0.2462752 -8.2301261],NA,16384,11.43030333518982,0.7150369580865101,123
thermostability/esm_reps/conv_human,RBF,[-0.3774704  0.1647611 -8.1404922],NA,8192,3.200457811355591,0.7087805558628182,124
thermostability/esm_reps/conv_human,RBF,[-0.3774704  0.1647611 -8.1404922],NA,16384,7.972367763519287,0.7148464010921471,124
thermostability/esm_reps/conv_human,RBF,[-0.3774704  0.3433158 -8.3549554],NA,8192,3.1989073753356934,0.7040326621968105,125
thermostability/esm_reps/conv_human,RBF,[-0.3774704  0.3433158 -8.3549554],NA,16384,7.888308525085449,0.7135549944821288,125
thermostability/esm_reps/human,RBF,[-0.4226011  0.2821802 -2.1306382],NA,8192,1.578752040863037,0.7213963873046533,123
thermostability/esm_reps/human,RBF,[-0.4226011  0.2821802 -2.1306382],NA,16384,7.616621971130371,0.7228510884537879,123
thermostability/esm_reps/human,RBF,[-0.4226011  0.0752989 -1.9497096],NA,8192,6.700388669967651,0.7208026727764422,124
thermostability/esm_reps/human,RBF,[-0.4226011  0.0752989 -1.9497096],NA,16384,6.377056121826172,0.7263766337625646,124
thermostability/esm_reps/human,RBF,[-0.4226011  0.1647611 -2.022185 ],NA,8192,1.587104320526123,0.717877372834738,125
thermostability/esm_reps/human,RBF,[-0.4226011  0.1647611 -2.022185 ],NA,16384,7.432394027709961,0.725281387994208,125
thermostability/conv_features/onehot_conv/mixed_split,RBF,[-0.2588617 -0.4403564 -4.6849441],NA,8192,14.545566082000732,0.3512242626206334,123
thermostability/conv_features/onehot_conv/mixed_split,RBF,[-0.2588617 -0.4403564 -4.6849441],NA,16384,11.708758115768433,0.3679022490173249,123
thermostability/conv_features/onehot_conv/mixed_split,RBF,[-0.2588617 -0.4199779 -4.7177659],NA,8192,12.83051061630249,0.3471682840940082,124
thermostability/conv_features/onehot_conv/mixed_split,RBF,[-0.2588617 -0.4199779 -4.7177659],NA,16384,15.199825763702393,0.35992907203261765,124
thermostability/conv_features/onehot_conv/mixed_split,RBF,[-0.2588617 -0.4403564 -4.690997 ],NA,8192,12.805033206939697,0.35700719299857403,125
thermostability/conv_features/onehot_conv/mixed_split,RBF,[-0.2588617 -0.4403564 -4.690997 ],NA,16384,15.183825254440308,0.3690406703017891,125
thermostability/esm_reps/conv_mixed_split,RBF,[-0.4677318 -0.3256637 -7.8661501],NA,8192,10.964027404785156,0.5836866907155136,123
thermostability/esm_reps/conv_mixed_split,RBF,[-0.4677318 -0.3256637 -7.8661501],NA,16384,16.27694296836853,0.5906356073278695,123
thermostability/esm_reps/conv_mixed_split,RBF,[-0.4677318 -0.3460422 -7.82125  ],NA,8192,11.283402681350708,0.5779465103867271,124
thermostability/esm_reps/conv_mixed_split,RBF,[-0.4677318 -0.3460422 -7.82125  ],NA,16384,11.2821786403656,0.5872340159457906,124
thermostability/esm_reps/conv_mixed_split,RBF,[-0.4677318 -0.3664207 -7.82125  ],NA,8192,9.93712329864502,0.569409943624376,125
thermostability/esm_reps/conv_mixed_split,RBF,[-0.4677318 -0.3664207 -7.82125  ],NA,16384,16.06503701210022,0.5828456858323826,125
thermostability/esm_reps/mixed_split,RBF,[-0.5923784 -0.2538536 -1.8111963],NA,8192,8.201544284820557,0.6404762392046005,123
thermostability/esm_reps/mixed_split,RBF,[-0.5923784 -0.2538536 -1.8111963],NA,16384,15.288599967956543,0.6524333170136929,123
thermostability/esm_reps/mixed_split,RBF,[-0.5923784 -0.2130965 -1.8605029],NA,8192,7.980496406555176,0.6401994237516017,124
thermostability/esm_reps/mixed_split,RBF,[-0.5923784 -0.2130965 -1.8605029],NA,16384,14.116004228591919,0.645776964125395,124
thermostability/esm_reps/mixed_split,RBF,[-0.5923784 -0.2130965 -1.848182 ],NA,8192,7.977727174758911,0.6397381586186471,125
thermostability/esm_reps/mixed_split,RBF,[-0.5923784 -0.2130965 -1.848182 ],NA,16384,14.103482961654663,0.6541952440871452,125
fluorescence_eval/conv_features/onehot_conv/standard,RBF,[-0.7729011  1.4412147 -4.501004 ],NA,8192,12.091139316558838,0.669439307869147,123
fluorescence_eval/conv_features/onehot_conv/standard,RBF,[-0.7729011  1.4412147 -4.501004 ],NA,16384,13.858220338821411,0.6730020618048951,123
fluorescence_eval/conv_features/onehot_conv/standard,RBF,[-0.7729011  1.3109955 -4.4155039],NA,8192,10.622387886047363,0.6687529254950054,124
fluorescence_eval/conv_features/onehot_conv/standard,RBF,[-0.7729011  1.3109955 -4.4155039],NA,16384,13.912326574325562,0.6734045740115535,124
fluorescence_eval/conv_features/onehot_conv/standard,RBF,[-0.7729011  1.4053097 -4.501004 ],NA,8192,10.666679620742798,0.6691928545439608,125
fluorescence_eval/conv_features/onehot_conv/standard,RBF,[-0.7729011  1.4053097 -4.501004 ],NA,16384,13.982897520065308,0.673080655906467,125
fluorescence_eval/onehot_conv/standard,FHTConv1d,[-0.852417  -1.3881044 -0.1347117],NA,8192,139.77482986450195,0.6777445592335816,123
fluorescence_eval/onehot_conv/standard,FHTConv1d,[-0.852417  -1.3881044 -0.1347117],NA,16384,279.7472274303436,0.6801128177676884,123
fluorescence_eval/onehot_conv/standard,FHTConv1d,[-0.852417  -1.3723319 -0.1906168],NA,8192,135.43391013145447,0.6788834462498553,124
fluorescence_eval/onehot_conv/standard,FHTConv1d,[-0.852417  -1.3723319 -0.1906168],NA,16384,268.87429785728455,0.6801753112351627,124
fluorescence_eval/onehot_conv/standard,FHTConv1d,[-0.852417  -1.4001216 -0.0383741],NA,8192,146.41381359100342,0.6759538138845567,125
fluorescence_eval/onehot_conv/standard,FHTConv1d,[-0.852417  -1.4001216 -0.0383741],NA,16384,280.0858254432678,0.6788476090631065,125
