Dataset,Kernel_Type,Hyperparams,Num_Train_RFFs,Num_Fitting_RFFs,Fitting_Time,Spearmanr,random_seed
aav_eval/conv_features/onehot_conv/des_mut_split,RBF,[-0.8072863 -0.192718  -5.265284 ],NA,8192,90.18388962745667,0.7591977844171733,123
aav_eval/conv_features/onehot_conv/des_mut_split,RBF,[-0.8072863 -0.192718  -5.265284 ],NA,16384,106.94329404830933,0.7771652347121427,123
aav_eval/conv_features/onehot_conv/des_mut_split,RBF,[-0.8072863  0.2130965 -5.5460602],NA,8192,92.00233578681946,0.7644650657095788,124
aav_eval/conv_features/onehot_conv/des_mut_split,RBF,[-0.8072863  0.2130965 -5.5460602],NA,16384,116.09832739830017,0.774477020791401,124
aav_eval/conv_features/onehot_conv/des_mut_split,RBF,[-0.8072863  0.3101372 -5.603476 ],NA,8192,93.83951783180237,0.7605529968550649,125
aav_eval/conv_features/onehot_conv/des_mut_split,RBF,[-0.8072863  0.3101372 -5.603476 ],NA,16384,118.48415327072144,0.7754444760378167,125
aav_eval/onehot_conv/des_mut_split,FHTConv1d,[-0.852417  -1.6094379 -0.7987441],NA,8192,220.8908121585846,0.7650691175914615,123
aav_eval/onehot_conv/des_mut_split,FHTConv1d,[-0.852417  -1.6094379 -0.7987441],NA,16384,580.7746865749359,0.773673741593444,123
aav_eval/onehot_conv/des_mut_split,FHTConv1d,[-0.852417  -1.6094379 -0.7830293],NA,8192,221.79117631912231,0.7683114561887716,124
aav_eval/onehot_conv/des_mut_split,FHTConv1d,[-0.852417  -1.6094379 -0.7830293],NA,16384,578.1078424453735,0.7761695814626001,124
aav_eval/onehot_conv/des_mut_split,FHTConv1d,[-0.852417  -1.6094379 -0.7864949],NA,8192,221.38966274261475,0.7600495186155997,125
aav_eval/onehot_conv/des_mut_split,FHTConv1d,[-0.852417  -1.6094379 -0.7864949],NA,16384,578.0164165496826,0.7756258041303637,125
aav_eval/esm_reps/conv_des_mut_split,RBF,[-0.852417   0.2490016 -7.6752836],NA,8192,50.242161989212036,0.7915591795622298,123
aav_eval/esm_reps/conv_des_mut_split,RBF,[-0.852417   0.2490016 -7.6752836],NA,16384,73.52303433418274,0.8041897081493645,123
aav_eval/esm_reps/conv_des_mut_split,RBF,[-0.852417   0.2693801 -7.6752836],NA,8192,49.92847180366516,0.7948875097864776,124
aav_eval/esm_reps/conv_des_mut_split,RBF,[-0.852417   0.2693801 -7.6752836],NA,16384,72.60802602767944,0.8039289833826893,124
aav_eval/esm_reps/conv_des_mut_split,RBF,[-0.852417   0.2693801 -7.6752836],NA,8192,50.06447720527649,0.7939901643276619,125
aav_eval/esm_reps/conv_des_mut_split,RBF,[-0.852417   0.2693801 -7.6752836],NA,16384,73.57074618339539,0.8063061384303177,125
aav_eval/esm_reps/des_mut_split,RBF,[-0.8072863  0.9051809 -1.6683264],NA,8192,27.121874570846558,0.7786862614781067,123
aav_eval/esm_reps/des_mut_split,RBF,[-0.8072863  0.9051809 -1.6683264],NA,16384,49.48557806015015,0.7861955371592685,123
aav_eval/esm_reps/des_mut_split,RBF,[-0.8072863  1.0761572 -1.7801728],NA,8192,28.363909006118774,0.7748426460769123,124
aav_eval/esm_reps/des_mut_split,RBF,[-0.8072863  1.0761572 -1.7801728],NA,16384,50.751676082611084,0.7848889035437404,124
aav_eval/esm_reps/des_mut_split,RBF,[-0.8072863  0.9791166 -1.7034987],NA,8192,28.406150579452515,0.7740159431856635,125
aav_eval/esm_reps/des_mut_split,RBF,[-0.8072863  0.9791166 -1.7034987],NA,16384,50.798590660095215,0.7820420908767296,125
aav_eval/onehot_conv/mut_des_split,FHTConv1d,[-0.6826397 -1.6094379 -0.5186511],NA,8192,95.14904427528381,0.7334814467742478,123
aav_eval/onehot_conv/mut_des_split,FHTConv1d,[-0.6826397 -1.6094379 -0.5186511],NA,16384,199.92261600494385,0.7493599965657834,123
aav_eval/onehot_conv/mut_des_split,FHTConv1d,[-0.6826397 -1.6094379 -0.4782168],NA,8192,94.095219373703,0.7251165959297787,124
aav_eval/onehot_conv/mut_des_split,FHTConv1d,[-0.6826397 -1.6094379 -0.4782168],NA,16384,200.23185777664185,0.7483481683870895,124
aav_eval/onehot_conv/mut_des_split,FHTConv1d,[-0.6826397 -1.6094379 -0.4467755],NA,8192,94.33590459823608,0.7414023246620944,125
aav_eval/onehot_conv/mut_des_split,FHTConv1d,[-0.6826397 -1.6094379 -0.4467755],NA,16384,213.52877116203308,0.7479118261551592,125
aav_eval/conv_features/onehot_conv/mut_des_split,RBF,[-0.6826397 -0.1160559 -4.8745935],NA,8192,35.971163272857666,0.743665166166274,123
aav_eval/conv_features/onehot_conv/mut_des_split,RBF,[-0.6826397 -0.1160559 -4.8745935],NA,16384,41.87502694129944,0.7590251769751242,123
aav_eval/conv_features/onehot_conv/mut_des_split,RBF,[-0.6826397 -0.1723395 -4.8028529],NA,8192,36.16574311256409,0.741968207843585,124
aav_eval/conv_features/onehot_conv/mut_des_split,RBF,[-0.6826397 -0.1723395 -4.8028529],NA,16384,42.05750370025635,0.7536850655875821,124
aav_eval/conv_features/onehot_conv/mut_des_split,RBF,[-0.6826397 -0.192718  -4.8077691],NA,8192,34.38205647468567,0.7561704361534288,125
aav_eval/conv_features/onehot_conv/mut_des_split,RBF,[-0.6826397 -0.192718  -4.8077691],NA,16384,42.073810338974,0.7610836054412139,125
aav_eval/esm_reps/conv_mut_des_split,RBF,[-0.7729011  0.2490016 -7.228606 ],NA,8192,25.25032687187195,0.7822052941638956,123
aav_eval/esm_reps/conv_mut_des_split,RBF,[-0.7729011  0.2490016 -7.228606 ],NA,16384,34.14720559120178,0.7953614917812979,123
aav_eval/esm_reps/conv_mut_des_split,RBF,[-0.7729011  0.2538536 -7.228606 ],NA,8192,24.969940423965454,0.7859882708919277,124
aav_eval/esm_reps/conv_mut_des_split,RBF,[-0.7729011  0.2538536 -7.228606 ],NA,16384,34.323869943618774,0.7967668010883628,124
aav_eval/esm_reps/conv_mut_des_split,RBF,[-0.7729011  0.192718  -7.1713118],NA,8192,25.21770405769348,0.7953007966934488,125
aav_eval/esm_reps/conv_mut_des_split,RBF,[-0.7729011  0.192718  -7.1713118],NA,16384,34.25517201423645,0.8031973233352236,125
aav_eval/esm_reps/mut_des_split,RBF,[-0.7277704  0.9994951 -1.2322537],NA,8192,17.71530055999756,0.7049014344169003,123
aav_eval/esm_reps/mut_des_split,RBF,[-0.7277704  0.9994951 -1.2322537],NA,16384,26.10978126525879,0.7251327103532877,123
aav_eval/esm_reps/mut_des_split,RBF,[-0.7277704  1.0606307 -1.2890925],NA,8192,16.965943574905396,0.7002214203884141,124
aav_eval/esm_reps/mut_des_split,RBF,[-0.7277704  1.0606307 -1.2890925],NA,16384,26.344495058059692,0.7199377702694304,124
aav_eval/esm_reps/mut_des_split,RBF,[-0.7277704  1.1169143 -1.3160037],NA,8192,17.07324981689453,0.713645838586061,125
aav_eval/esm_reps/mut_des_split,RBF,[-0.7277704  1.1169143 -1.3160037],NA,16384,26.363255262374878,0.7343354675506288,125
aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,[-0.7277704  0.2490016 -5.0760609],NA,8192,33.60565900802612,0.6838753767273924,123
aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,[-0.7277704  0.2490016 -5.0760609],NA,16384,35.913175106048584,0.69670963824722,123
aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,[-0.7277704  0.2334751 -5.0492051],NA,8192,34.300524950027466,0.6854856869102832,124
aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,[-0.7277704  0.2334751 -5.0492051],NA,16384,36.063799142837524,0.7017142473813595,124
aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,[-0.7277704  0.1723395 -5.0175999],NA,8192,34.31440448760986,0.6882993487838942,125
aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,[-0.7277704  0.1723395 -5.0175999],NA,16384,36.07106399536133,0.7008673727374907,125
aav_eval/onehot_conv/seven_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.5075004],NA,8192,72.92225813865662,0.7142716795076738,123
aav_eval/onehot_conv/seven_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.5075004],NA,16384,153.7549693584442,0.7256046795608587,123
aav_eval/onehot_conv/seven_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.485489 ],NA,8192,72.36566376686096,0.7117881972362806,124
aav_eval/onehot_conv/seven_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.485489 ],NA,16384,154.3605854511261,0.7256952347424243,124
aav_eval/onehot_conv/seven_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.4616037],NA,8192,73.33725666999817,0.7111108196815246,125
aav_eval/onehot_conv/seven_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.4616037],NA,16384,159.4290370941162,0.7241726029750631,125
aav_eval/esm_reps/conv_seven_vs_many_split,RBF,[-0.8072863  0.2130965 -7.071697 ],NA,8192,22.193520307540894,0.6202787112776055,123
aav_eval/esm_reps/conv_seven_vs_many_split,RBF,[-0.8072863  0.2130965 -7.071697 ],NA,16384,24.851908206939697,0.6652509564994084,123
aav_eval/esm_reps/conv_seven_vs_many_split,RBF,[-0.8072863  0.1315824 -7.0306739],NA,8192,22.87190580368042,0.6401991284526363,124
aav_eval/esm_reps/conv_seven_vs_many_split,RBF,[-0.8072863  0.1315824 -7.0306739],NA,16384,23.289739847183228,0.6651142483784105,124
aav_eval/esm_reps/conv_seven_vs_many_split,RBF,[-0.8072863  0.151961  -7.0369164],NA,8192,22.741897344589233,0.6384080303417179,125
aav_eval/esm_reps/conv_seven_vs_many_split,RBF,[-0.8072863  0.151961  -7.0369164],NA,16384,23.3257474899292,0.6665751561335492,125
aav_eval/esm_reps/seven_vs_many_split,RBF,[-0.7729011  1.1576713 -1.1810556],NA,8192,16.656034469604492,0.5716025710153625,123
aav_eval/esm_reps/seven_vs_many_split,RBF,[-0.7729011  1.1576713 -1.1810556],NA,16384,19.474627256393433,0.5034618426658016,123
aav_eval/esm_reps/seven_vs_many_split,RBF,[-0.7729011  1.1169143 -1.1584649],NA,8192,17.963955640792847,0.49537116255986136,124
aav_eval/esm_reps/seven_vs_many_split,RBF,[-0.7729011  1.1169143 -1.1584649],NA,16384,21.399436473846436,0.5506818596912697,124
aav_eval/esm_reps/seven_vs_many_split,RBF,[-0.7729011  1.1576713 -1.1744722],NA,8192,17.929538249969482,0.49628948500875447,125
aav_eval/esm_reps/seven_vs_many_split,RBF,[-0.7729011  1.1576713 -1.1744722],NA,16384,21.393672704696655,0.5404890769217496,125
aav_eval/conv_features/onehot_conv/two_vs_many_split,RBF,[-0.7729011  0.2693801 -4.9048202],NA,8192,14.020661115646362,0.6638118655723768,123
aav_eval/conv_features/onehot_conv/two_vs_many_split,RBF,[-0.7729011  0.2693801 -4.9048202],NA,16384,20.640552043914795,0.6723941053771547,123
aav_eval/conv_features/onehot_conv/two_vs_many_split,RBF,[-0.7729011  0.3101372 -4.9206288],NA,8192,20.425901889801025,0.6512143261321673,124
aav_eval/conv_features/onehot_conv/two_vs_many_split,RBF,[-0.7729011  0.3101372 -4.9206288],NA,16384,20.965362071990967,0.6758977876184517,124
aav_eval/conv_features/onehot_conv/two_vs_many_split,RBF,[-0.7729011  0.2897586 -4.9038751],NA,8192,20.462878704071045,0.659158514889256,125
aav_eval/conv_features/onehot_conv/two_vs_many_split,RBF,[-0.7729011  0.2897586 -4.9038751],NA,16384,20.967588186264038,0.6740266894237404,125
aav_eval/onehot_conv/two_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.4091651],NA,8192,35.298763036727905,0.5642925265221879,123
aav_eval/onehot_conv/two_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.4091651],NA,16384,56.684478759765625,0.6073065454698067,123
aav_eval/onehot_conv/two_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.4157507],NA,8192,34.48754382133484,0.573108333562959,124
aav_eval/onehot_conv/two_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.4157507],NA,16384,58.82113194465637,0.5632120379473301,124
aav_eval/onehot_conv/two_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.3853916],NA,8192,34.50141000747681,0.5703350573858049,125
aav_eval/onehot_conv/two_vs_many_split,FHTConv1d,[-0.7277704 -1.6094379 -0.3853916],NA,16384,58.59795689582825,0.5982172772512107,125
aav_eval/esm_reps/conv_two_vs_many_split,RBF,[-0.852417   0.1160559 -6.8295916],NA,8192,16.31201148033142,0.7426125318898245,123
aav_eval/esm_reps/conv_two_vs_many_split,RBF,[-0.852417   0.1160559 -6.8295916],NA,16384,18.25474715232849,0.7560264006207045,123
aav_eval/esm_reps/conv_two_vs_many_split,RBF,[-0.852417   0.0752989 -6.8031375],NA,8192,10.023315191268921,0.7334293098375297,124
aav_eval/esm_reps/conv_two_vs_many_split,RBF,[-0.852417   0.0752989 -6.8031375],NA,16384,19.171605587005615,0.7619108454298669,124
aav_eval/esm_reps/conv_two_vs_many_split,RBF,[-0.852417   0.0752989 -6.7920844],NA,8192,11.798283815383911,0.7515819789770245,125
aav_eval/esm_reps/conv_two_vs_many_split,RBF,[-0.852417   0.0752989 -6.7920844],NA,16384,19.174363374710083,0.7556449278056602,125
aav_eval/esm_reps/two_vs_many_split,RBF,[-0.8072863  1.2702384 -0.9537029],NA,8192,7.829183101654053,0.5403203094013098,123
aav_eval/esm_reps/two_vs_many_split,RBF,[-0.8072863  1.2702384 -0.9537029],NA,16384,15.044053792953491,0.5632883635024541,123
aav_eval/esm_reps/two_vs_many_split,RBF,[-0.8072863  1.1169143 -0.8413665],NA,8192,13.011569261550903,0.5735189329810261,124
aav_eval/esm_reps/two_vs_many_split,RBF,[-0.8072863  1.1169143 -0.8413665],NA,16384,16.10230040550232,0.6436174515032128,124
aav_eval/esm_reps/two_vs_many_split,RBF,[-0.8072863  1.1528193 -0.8641701],NA,8192,12.962250232696533,0.5474648479513674,125
aav_eval/esm_reps/two_vs_many_split,RBF,[-0.8072863  1.1528193 -0.8641701],NA,16384,16.118411779403687,0.5232237188386609,125
aav_eval/conv_features/onehot_conv/one_vs_many_split,RBF,[-0.9426783  0.2334751 -4.2728696],NA,8192,5.627450942993164,0.7807160850962339,123
aav_eval/conv_features/onehot_conv/one_vs_many_split,RBF,[-0.9426783  0.2334751 -4.2728696],NA,16384,5.877319097518921,0.7872921561267897,123
aav_eval/conv_features/onehot_conv/one_vs_many_split,RBF,[-0.9426783  0.0421202 -4.0474915],NA,8192,5.4312989711761475,0.7748200351741328,124
aav_eval/conv_features/onehot_conv/one_vs_many_split,RBF,[-0.9426783  0.0421202 -4.0474915],NA,16384,6.019860029220581,0.7960479966489795,124
aav_eval/conv_features/onehot_conv/one_vs_many_split,RBF,[-0.8975477  0.2130965 -4.2828838],NA,8192,5.670348167419434,0.7865351709988634,125
aav_eval/conv_features/onehot_conv/one_vs_many_split,RBF,[-0.8975477  0.2130965 -4.2828838],NA,16384,5.970302104949951,0.7919730608736447,125
aav_eval/onehot_conv/one_vs_many_split,FHTConv1d,[-0.7729011 -0.5819191 -0.9789318],NA,8192,5.730340242385864,0.5751239133616405,123
aav_eval/onehot_conv/one_vs_many_split,FHTConv1d,[-0.7729011 -0.5819191 -0.9789318],NA,16384,5.37782883644104,0.5566846746405303,123
aav_eval/onehot_conv/one_vs_many_split,FHTConv1d,[-0.6826397 -0.4159324 -1.0671008],NA,8192,6.189057350158691,0.5723395570164637,124
aav_eval/onehot_conv/one_vs_many_split,FHTConv1d,[-0.6826397 -0.4159324 -1.0671008],NA,16384,2.0252904891967773,0.561933326509048,124
aav_eval/onehot_conv/one_vs_many_split,FHTConv1d,[-0.7621557 -0.8209027 -0.8656593],NA,8192,5.538336753845215,0.5726371951342556,125
aav_eval/onehot_conv/one_vs_many_split,FHTConv1d,[-0.7621557 -0.8209027 -0.8656593],NA,16384,6.2909510135650635,0.5605424155714485,125
aav_eval/esm_reps/conv_one_vs_many_split,RBF,[-1.276195   0.2666537 -6.3303367],NA,8192,0.9723255634307861,0.7904715240247832,123
