Algorithm,Dataset,Kernel_Type,Hyperparams,Num_Fitting_RFFs,Fitting_Time,Niter,achieved_ratio,max_rank,method
CG,gb1_eval/onehot/three_vs_rest,RBF,-0.8832280464765179_0.23252013335197366_-0.7564112993375892,32768,0.7533502578735352,97,0,0,srht
CG,gb1_eval/onehot/three_vs_rest,RBF,-0.8832280464765179_0.23252013335197366_-0.7564112993375892,32768,0.41312742233276367,17,1.4294104059304003,256,srht
CG,gb1_eval/onehot/three_vs_rest,RBF,-0.8832280464765179_0.23252013335197366_-0.7564112993375892,32768,0.7515468597412109,12,0.6867531034012069,512,srht
CG,gb1_eval/onehot/three_vs_rest,RBF,-0.8832280464765179_0.23252013335197366_-0.7564112993375892,32768,2.0569334030151367,8,0.17310909308580574,1024,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.6601052284240723,7,0.42406671951678143,256,gauss
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,1.5516812801361084,2,0.0,512,gauss
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,4.447320222854614,2,0.0,1024,gauss
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.05527782440185547,43,0,0,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.13485026359558105,7,0.40132638012903155,256,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.3332972526550293,2,4.2165848722741625e-30,512,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,1.0168962478637695,2,1.8685530098432032e-30,1024,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.1486225128173828,5,0.4681356060968509,256,srht_2
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.34734416007995605,2,0.0,512,srht_2
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,1.0000956058502197,2,0.0,1024,srht_2
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,32768,0.0758965015411377,43,0,0,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,32768,0.17748665809631348,7,0.4276075929217138,256,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,32768,0.424562931060791,2,4.015989434062715e-30,512,srht
CG,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,32768,1.4068281650543213,2,1.9650084479361245e-30,1024,srht
LBFGS,kin40k_dataset/y_norm,RBF,-1.4701868288258673_1.488503077974549_-0.5559783514308828,16384,43.13055205345154,668,NA,NA,NA
LBFGS,kin40k_dataset/y_norm,RBF,-1.4701868288258673_1.488503077974549_-0.5559783514308828,32768,76.43177127838135,713,NA,NA,NA
LBFGS,song_dataset/y_norm,RBF,-0.18500497156080836_-0.9688407884695313_-2.3766176234444494,16384,128.2918450832367,227,NA,NA,NA
LBFGS,song_dataset/y_norm,RBF,-0.18500497156080836_-0.9688407884695313_-2.3766176234444494,32768,306.3170166015625,277,NA,NA,NA
LBFGS,uci_protein_dataset/y_norm,RBF,-0.41483738691418204_-0.19847253218546643_0.45796802733361996,16384,9.644767045974731,132,NA,NA,NA
LBFGS,uci_protein_dataset/y_norm,RBF,-0.41483738691418204_-0.19847253218546643_0.45796802733361996,32768,19.970909357070923,139,NA,NA,NA
LBFGS,fluorescence_eval/conv_features/onehot_conv/standard,RBF,-0.7729011_1.4412146999999997_-4.501004,16384,144.161762714386,396,NA,NA,NA
LBFGS,fluorescence_eval/conv_features/onehot_conv/standard,RBF,-0.7729011_1.4412146999999997_-4.501004,32768,171.13236618041992,462,NA,NA,NA
LBFGS,gb1_eval/onehot/three_vs_rest,RBF,-0.8832280464765179_0.23252013335197366_-0.7564112993375892,16384,0.831092119216919,147,NA,NA,NA
LBFGS,gb1_eval/onehot/three_vs_rest,RBF,-0.8832280464765179_0.23252013335197366_-0.7564112993375892,32768,1.4580309391021729,136,NA,NA,NA
LBFGS,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,16384,0.16721034049987793,58,NA,NA,NA
LBFGS,gb1_eval/onehot/two_vs_rest,RBF,-1.0572382378575833_0.17987230132295984_-0.6770193344307492,32768,0.3066089153289795,59,NA,NA,NA
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,41.33761501312256,36,6.335367583833211,256,gauss
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,35.68994951248169,28,3.9783414536271957,512,gauss
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,36.606757402420044,21,2.337743171361397,1024,gauss
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,134.21198630332947,135,0,0,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,40.066044092178345,37,6.197683694170749,256,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,32.79433488845825,28,3.944922316456969,512,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,29.1656334400177,21,2.330667287158822,1024,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,33.062544107437134,27,15.573067945148217,256,srht_2
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,30.85037088394165,21,9.174864447390787,512,srht_2
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,33.713743925094604,16,4.977353038096501,1024,srht_2
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,32768,136.7345757484436,137,0,0,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,32768,42.17484903335571,37,6.19300077734769,256,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,32768,36.91816210746765,29,3.728978324968729,512,srht
CG,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,32768,34.92990732192993,21,2.1362538770570105,1024,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,58.50065326690674,41,7.70534899904224,256,gauss
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,31.47800302505493,29,4.4941056556959165,512,gauss
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,32.38849449157715,22,2.414703258682028,1024,gauss
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,129.024010181427,155,0,0,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,37.30919313430786,41,7.837990653690589,256,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,28.500885009765625,29,4.5382605795648185,512,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,25.736905097961426,22,2.394136757321575,1024,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,30.51405358314514,30,20.835798637517396,256,srht_2
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,27.01644468307495,22,11.057128274356582,512,srht_2
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,27.871145486831665,15,5.1030147863032,1024,srht_2
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,32768,136.92497873306274,163,0,0,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,32768,39.17908716201782,41,7.746735814068039,256,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,32768,32.15934157371521,30,4.404228537964855,512,srht
CG,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,32768,30.674174308776855,22,2.2813648923610836,1024,srht
LBFGS,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,16384,282.9289770126343,282,NA,NA,NA
LBFGS,aav_eval/conv_features/onehot_conv/mut_des_split,RBF,-0.6826396999999998_-0.11605590000000002_-4.8745935,32768,377.6897625923157,387,NA,NA,NA
LBFGS,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,16384,352.74088954925537,428,NA,NA,NA
LBFGS,aav_eval/conv_features/onehot_conv/seven_vs_many_split,RBF,-0.7277703999999999_0.24900159999999985_-5.0760609,32768,397.9173517227173,480,NA,NA,NA
